provider,model_id,variation,unit,price_usd,effective_from,effective_to,last_validated_at,source_kind,confidence,aliases,source_url,notes
anthropic,claude-opus-4-8,cache_write_5m,usd_per_mtok,6.25,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-opus-4-8,input,usd_per_mtok,5,2026-05-28,,2026-06-16,provider_live,verified,,https://www.anthropic.com/news/claude-opus-4-8,"Current Claude Code Opus flagship, standard $5/$25."
anthropic,claude-opus-4-8,output,usd_per_mtok,25,2026-05-28,,2026-06-16,provider_live,verified,,https://www.anthropic.com/news/claude-opus-4-8,"Current Claude Code Opus flagship, standard $5/$25."
anthropic,claude-opus-5,cache_read,usd_per_mtok,0.5,2026-07-24,,2026-07-25,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-opus-5,cache_write_1h,usd_per_mtok,10,2026-07-24,,2026-07-25,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-opus-5,cache_write_5m,usd_per_mtok,6.25,2026-07-24,,2026-07-25,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-opus-5,input,usd_per_mtok,5,2026-07-24,,2026-07-25,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-opus-5,output,usd_per_mtok,25,2026-07-24,,2026-07-25,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-sonnet-4-20250514,cache_read,usd_per_mtok,0.3,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-20250514,cache_write_1h,usd_per_mtok,6,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-20250514,cache_write_5m,usd_per_mtok,3.75,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-20250514,input,usd_per_mtok,3,2025-05-14,,2026-06-16,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"Sonnet 4 launch tier; $3/$15 input/output since 2025-05-14, unchanged. Listed on the live pricing page (retired on the first-party API, available on Bedrock and Vertex AI). effective_from is the dated snapshot release date. Mirrors the Opus 4 sibling record; was missing from the initial backfill."
anthropic,claude-sonnet-4-20250514,output,usd_per_mtok,15,2025-05-14,,2026-06-16,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-sonnet-4-5-20250929,cache_read,usd_per_mtok,0.3,2026-07-31,,2026-07-31,provider_live,verified,claude-sonnet-4-5,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-5-20250929,cache_write_1h,usd_per_mtok,6,2026-07-31,,2026-07-31,provider_live,verified,claude-sonnet-4-5,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-5-20250929,cache_write_5m,usd_per_mtok,3.75,2026-07-31,,2026-07-31,provider_live,verified,claude-sonnet-4-5,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-5-20250929,input,usd_per_mtok,3,2025-09-29,,2026-06-12,provider_live,verified,claude-sonnet-4-5,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-sonnet-4-5-20250929,output,usd_per_mtok,15,2025-09-29,,2026-06-12,provider_live,verified,claude-sonnet-4-5,https://docs.claude.com/en/docs/about-claude/pricing,
anthropic,claude-sonnet-4-6,cache_read,usd_per_mtok,0.3,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-6,cache_write_1h,usd_per_mtok,6,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-6,cache_write_5m,usd_per_mtok,3.75,2026-07-31,,2026-07-31,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
anthropic,claude-sonnet-4-6,input,usd_per_mtok,3,2026-02-17,,2026-06-16,provider_live,verified,,https://www.anthropic.com/news/claude-sonnet-4-6,Sonnet holds the $3/$15 tier. Short undated id is what Claude Code emits; canonical.
anthropic,claude-sonnet-4-6,output,usd_per_mtok,15,2026-02-17,,2026-06-16,provider_live,verified,,https://www.anthropic.com/news/claude-sonnet-4-6,Sonnet holds the $3/$15 tier. Short undated id is what Claude Code emits; canonical.
anthropic,claude-sonnet-5,cache_read,usd_per_mtok,0.2,2026-07-01,,2026-07-01,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"Introductory pricing, in effect through 2026-08-31; standard pricing rises to $3/$15 per MTok input/output on 2026-09-01 (surfaced as a sentinel CHANGED price for a bitemporal interval edit when it lands). effective_from is the first first-party validation date - Anthropic’s pricing page does not state a launch date."
anthropic,claude-sonnet-5,cache_write_1h,usd_per_mtok,4,2026-07-01,,2026-07-01,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"Introductory pricing, in effect through 2026-08-31; standard pricing rises to $3/$15 per MTok input/output on 2026-09-01 (surfaced as a sentinel CHANGED price for a bitemporal interval edit when it lands). effective_from is the first first-party validation date - Anthropic’s pricing page does not state a launch date."
anthropic,claude-sonnet-5,cache_write_5m,usd_per_mtok,2.5,2026-07-01,,2026-07-01,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"Introductory pricing, in effect through 2026-08-31; standard pricing rises to $3/$15 per MTok input/output on 2026-09-01 (surfaced as a sentinel CHANGED price for a bitemporal interval edit when it lands). effective_from is the first first-party validation date - Anthropic’s pricing page does not state a launch date."
anthropic,claude-sonnet-5,input,usd_per_mtok,2,2026-07-01,,2026-07-01,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"Introductory pricing, in effect through 2026-08-31; standard pricing rises to $3/$15 per MTok input/output on 2026-09-01 (surfaced as a sentinel CHANGED price for a bitemporal interval edit when it lands). effective_from is the first first-party validation date - Anthropic’s pricing page does not state a launch date."
anthropic,claude-sonnet-5,output,usd_per_mtok,10,2026-07-01,,2026-07-01,provider_live,verified,,https://docs.claude.com/en/docs/about-claude/pricing,"Introductory pricing, in effect through 2026-08-31; standard pricing rises to $3/$15 per MTok input/output on 2026-09-01 (surfaced as a sentinel CHANGED price for a bitemporal interval edit when it lands). effective_from is the first first-party validation date - Anthropic’s pricing page does not state a launch date."
cohere,command-a-plus,input,usd_per_mtok,2.5,2026-05-20,,2026-06-17,provider_live,archived,,https://docs.cohere.com/docs/command-a,Archived 2026-06-21: Cohere moved command-a to an open-weights/free tier on cohere.com/pricing and no longer publishes a first-party per-token API price. Last verified price (2026-06-17) retained.
cohere,command-a-plus,output,usd_per_mtok,10,2026-05-20,,2026-06-17,provider_live,archived,,https://docs.cohere.com/docs/command-a,
cohere,command-r,input,usd_per_mtok,0.15,2024-08-30,,2026-06-17,provider_live,verified,,https://cohere.com/pricing,command-r-08-2024.
cohere,command-r,output,usd_per_mtok,0.6,2024-08-30,,2026-06-17,provider_live,verified,,https://cohere.com/pricing,
cohere,command-r-plus,input,usd_per_mtok,2.5,2024-08-30,,2026-06-17,provider_live,archived,,https://docs.cohere.com/docs/command-r-plus,Archived 2026-06-21: removed from Cohere's live pricing payload on cohere.com/pricing; no first-party per-token API price published. Last verified price (2026-06-17) retained.
cohere,command-r-plus,output,usd_per_mtok,10,2024-08-30,,2026-06-17,provider_live,archived,,https://docs.cohere.com/docs/command-r-plus,
cohere,command-r7b,input,usd_per_mtok,0.0375,2024-12-13,,2026-06-17,provider_live,verified,,https://cohere.com/pricing,command-r7b-12-2024.
cohere,command-r7b,output,usd_per_mtok,0.15,2024-12-13,,2026-06-17,provider_live,verified,,https://cohere.com/pricing,
deepseek,deepseek-v4-flash,cache_read,usd_per_mtok,0.0028,2026-07-31,,2026-07-31,provider_live,verified,deepseek-chat; deepseek-reasoner,https://api-docs.deepseek.com/quick_start/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
deepseek,deepseek-v4-flash,input,usd_per_mtok,0.14,2026-04-24,,2026-06-15,provider_live,verified,,https://api-docs.deepseek.com/quick_start/pricing,"Cache-miss (standard, non-cached) input. Cache-hit input is $0.0028/Mtok. Date = DeepSeek-V4 launch per the first-party change log. Legacy deepseek-chat / deepseek-reasoner aliases map here and retire 2026-07-24."
deepseek,deepseek-v4-flash,output,usd_per_mtok,0.28,2026-04-24,,2026-06-15,provider_live,verified,,https://api-docs.deepseek.com/quick_start/pricing,
deepseek,deepseek-v4-pro,cache_read,usd_per_mtok,0.003625,2026-06-22,,2026-06-22,provider_live,verified,,https://api-docs.deepseek.com/quick_start/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
deepseek,deepseek-v4-pro,input,usd_per_mtok,0.435,2026-06-01,2026-06-22,2026-06-15,provider_live,inferred,,https://api-docs.deepseek.com/quick_start/pricing,Cache-miss (standard) price. The price is first-party (live pricing page) but DeepSeek's change log does not date the cut; date inferred 2026-06-01 (the 75% promo became the permanent list price). Cache-hit input is $0.003625/Mtok.
deepseek,deepseek-v4-pro,input,usd_per_mtok,0.435,2026-06-22,,2026-06-22,provider_live,verified,,https://api-docs.deepseek.com/quick_start/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
deepseek,deepseek-v4-pro,output,usd_per_mtok,0.87,2026-06-01,2026-06-22,2026-06-15,provider_live,inferred,,https://api-docs.deepseek.com/quick_start/pricing,
deepseek,deepseek-v4-pro,output,usd_per_mtok,0.87,2026-06-22,,2026-06-22,provider_live,verified,,https://api-docs.deepseek.com/quick_start/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
google,gemini-1.5-flash,input,usd_per_mtok,0.075,2024-08-12,,2024-10-01,wayback,archived,,https://web.archive.org/web/20241001092414/https://ai.google.dev/pricing,Base tier (prompts <=128k tokens). A reduced price effective 2024-08-12 per the Google blog; >128k was 0.15/0.60.
google,gemini-1.5-flash,output,usd_per_mtok,0.3,2024-08-12,,2024-10-01,wayback,archived,,https://web.archive.org/web/20241001092414/https://ai.google.dev/pricing,
google,gemini-1.5-pro,input,usd_per_mtok,1.25,2024-10-01,,2024-10-01,wayback,archived,,https://web.archive.org/web/20241001092414/https://ai.google.dev/pricing,Base tier (prompts <=128k). A cut effective 2024-10-01 from 3.50/10.50 (the capture states the old and new values); >128k was 2.50/10.00.
google,gemini-1.5-pro,output,usd_per_mtok,5,2024-10-01,,2024-10-01,wayback,archived,,https://web.archive.org/web/20241001092414/https://ai.google.dev/pricing,
google,gemini-2.0-flash,input,usd_per_mtok,0.1,2025-02-05,2026-06-01,2025-02-11,wayback,archived,,https://web.archive.org/web/20250211215432/https://ai.google.dev/pricing,Flat tier (no 128k split). 0.10 = text/image/video input (audio input was 0.70). GA 2025-02-05; shut down 2026-06-01 per the live pricing page.
google,gemini-2.0-flash,output,usd_per_mtok,0.4,2025-02-05,2026-06-01,2025-02-11,wayback,archived,,https://web.archive.org/web/20250211215432/https://ai.google.dev/pricing,
google,gemini-2.5-flash,input,usd_per_mtok,0.3,2025-06-17,,2025-06-21,wayback,archived,,https://web.archive.org/web/20250621161929/https://ai.google.dev/gemini-api/docs/pricing,0.30 = text/image/video input (audio input 1.00). GA 2025-06-17.
google,gemini-2.5-flash,output,usd_per_mtok,2.5,2025-06-17,,2025-06-21,wayback,archived,,https://web.archive.org/web/20250621161929/https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-2.5-flash-lite,input,usd_per_mtok,0.1,2025-06-17,,2025-06-21,wayback,archived,,https://web.archive.org/web/20250621161929/https://ai.google.dev/gemini-api/docs/pricing,0.10 = text/image/video input (audio 0.50). Introduced 2025-06-17.
google,gemini-2.5-flash-lite,output,usd_per_mtok,0.4,2025-06-17,,2025-06-21,wayback,archived,,https://web.archive.org/web/20250621161929/https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-2.5-pro,input,usd_per_mtok,1.25,2025-06-17,,2025-06-21,wayback,archived,,https://web.archive.org/web/20250621161929/https://ai.google.dev/gemini-api/docs/pricing,Base tier (prompts <=200k); >200k was 2.50/15.00. GA 2025-06-17.
google,gemini-2.5-pro,output,usd_per_mtok,10,2025-06-17,,2025-06-21,wayback,archived,,https://web.archive.org/web/20250621161929/https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3-flash-preview,input,usd_per_mtok,0.5,2025-12-17,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,Gemini 3 Flash Preview. Flat text price (no context tiers). Date from the Gemini API changelog.
google,gemini-3-flash-preview,output,usd_per_mtok,3,2025-12-17,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.1-flash-lite,input,usd_per_mtok,0.25,2026-05-07,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,Gemini 3.1 Flash-Lite (GA). Flat text price. Date from the Gemini API changelog.
google,gemini-3.1-flash-lite,output,usd_per_mtok,1.5,2026-05-07,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.1-pro-preview,input,usd_per_mtok,2,2026-02-19,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,Gemini 3.1 Pro Preview. Base tier (prompts <=200k tokens); the >200k tier is $4.00 input / $18.00 output. Date from the Gemini API changelog.
google,gemini-3.1-pro-preview,output,usd_per_mtok,12,2026-02-19,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.1-pro-preview,tier2_input,usd_per_mtok,4,2026-07-31,,2026-07-31,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
google,gemini-3.1-pro-preview,tier2_output,usd_per_mtok,18,2026-07-31,,2026-07-31,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
google,gemini-3.5-flash,input,usd_per_mtok,1.5,2026-05-19,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,Gemini 3.5 Flash (GA). Flat text price; cached input is $0.15/Mtok (not recorded). Date from the Gemini API changelog (Google I/O 2026).
google,gemini-3.5-flash,output,usd_per_mtok,9,2026-05-19,,2026-06-15,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.5-flash-lite,input,usd_per_mtok,0.3,2026-07-21,,2026-07-22,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.5-flash-lite,output,usd_per_mtok,2.5,2026-07-21,,2026-07-22,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.6-flash,input,usd_per_mtok,1.5,2026-07-21,,2026-07-22,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
google,gemini-3.6-flash,output,usd_per_mtok,7.5,2026-07-21,,2026-07-22,provider_live,verified,,https://ai.google.dev/gemini-api/docs/pricing,
meta-llama,llama-3.1-405b,input,usd_per_mtok,3.5,2026-06-22,,2026-06-22,aggregator,inferred,,https://www.together.ai/pricing,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match). No first-party Meta price; Together AI reference host."
meta-llama,llama-3.1-405b,output,usd_per_mtok,3.5,2026-06-22,,2026-06-22,aggregator,inferred,,https://www.together.ai/pricing,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match). No first-party Meta price; Together AI reference host."
meta-llama,llama-3.1-8b,input,usd_per_mtok,0.18,2026-06-22,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-3-1-8b-instruct-turbo,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match). No first-party Meta price; Together AI reference host."
meta-llama,llama-3.1-8b,output,usd_per_mtok,0.18,2026-06-22,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-3-1-8b-instruct-turbo,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match). No first-party Meta price; Together AI reference host."
meta-llama,llama-3.3-70b,input,usd_per_mtok,1.04,2026-06-22,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-3-3-70b,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match). No first-party Meta price; Together AI reference host."
meta-llama,llama-3.3-70b,output,usd_per_mtok,1.04,2026-06-22,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-3-3-70b,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match). No first-party Meta price; Together AI reference host."
meta-llama,llama-4-maverick,input,usd_per_mtok,0.27,2025-04-05,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-4-maverick,"[needs_review] cross-check flagged: input $0.27 is 1.8x OpenRouter's $0.15 - suspicious (reseller price should be >= first-party; expected ratio in [0.5, 1.5]). No first-party Meta price; Together AI reference host."
meta-llama,llama-4-maverick,output,usd_per_mtok,0.85,2025-04-05,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-4-maverick,"[needs_review] cross-check flagged: input $0.27 is 1.8x OpenRouter's $0.15 - suspicious (reseller price should be >= first-party; expected ratio in [0.5, 1.5]). No first-party Meta price; Together AI reference host."
meta-llama,llama-4-scout,input,usd_per_mtok,0.18,2025-04-05,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-4-scout,"[needs_review] cross-check flagged: input $0.18 is 1.8x OpenRouter's $0.1 - suspicious (reseller price should be >= first-party; expected ratio in [0.5, 1.5]); output $0.59 is 1.97x OpenRouter's $0.3 - suspicious (reseller price should be >= first-party; expected ratio in [0.5, 1.5]). No first-party Meta price; Together AI reference host."
meta-llama,llama-4-scout,output,usd_per_mtok,0.59,2025-04-05,,2026-06-22,aggregator,inferred,,https://www.together.ai/models/llama-4-scout,"[needs_review] cross-check flagged: input $0.18 is 1.8x OpenRouter's $0.1 - suspicious (reseller price should be >= first-party; expected ratio in [0.5, 1.5]); output $0.59 is 1.97x OpenRouter's $0.3 - suspicious (reseller price should be >= first-party; expected ratio in [0.5, 1.5]). No first-party Meta price; Together AI reference host."
mistral,codestral-25.08,input,usd_per_mtok,0.3,2025-07-30,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Code model (Codestral 25.08). Price from live mistral.ai/pricing (USD). Date from mistral.ai/news/codestral-25-08 (2025-07-30).
mistral,codestral-25.08,output,usd_per_mtok,0.9,2025-07-30,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,devstral-2,input,usd_per_mtok,0.4,2025-12-09,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Agentic code model. Price from live mistral.ai/pricing (USD). Date from mistral.ai/news/devstral-2-vibe-cli (2025-12-09).
mistral,devstral-2,output,usd_per_mtok,2,2025-12-09,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,devstral-small-2,input,usd_per_mtok,0.1,2025-12-09,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Price from live mistral.ai/pricing (USD). Date from mistral.ai/news/devstral-2-vibe-cli (2025-12-09).
mistral,devstral-small-2,output,usd_per_mtok,0.3,2025-12-09,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,magistral-medium,input,usd_per_mtok,2,2025-06-10,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,"Reasoning model. Price from live mistral.ai/pricing (USD). Date is the original Magistral launch (mistral.ai/news/magistral, 2025-06-10); the live SKU reflects the later 1.2 lineage."
mistral,magistral-medium,output,usd_per_mtok,5,2025-06-10,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,magistral-small,input,usd_per_mtok,0.5,2025-06-10,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Reasoning model. Price from live mistral.ai/pricing (USD). Date = original Magistral launch (2025-06-10); live SKU reflects 1.2 lineage.
mistral,magistral-small,output,usd_per_mtok,1.5,2025-06-10,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,ministral-3-14b,input,usd_per_mtok,0.2,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Ministral 3 family (14B). Flat input=output pricing as listed. Date from mistral.ai/news/mistral-3 (2025-12-02).
mistral,ministral-3-14b,output,usd_per_mtok,0.2,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,ministral-3-3b,input,usd_per_mtok,0.1,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Ministral 3 family (3B). Flat input=output pricing as listed. Price from live mistral.ai/pricing (USD). Date from mistral.ai/news/mistral-3 (2025-12-02).
mistral,ministral-3-3b,output,usd_per_mtok,0.1,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,ministral-3-8b,input,usd_per_mtok,0.15,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Ministral 3 family (8B). Flat input=output pricing as listed. Date from mistral.ai/news/mistral-3 (2025-12-02).
mistral,ministral-3-8b,output,usd_per_mtok,0.15,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,mistral-large-3,input,usd_per_mtok,0.5,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Price from the live mistral.ai/pricing page (USD). Availability date from the first-party announcement mistral.ai/news/mistral-3 (2025-12-02).
mistral,mistral-large-3,output,usd_per_mtok,1.5,2025-12-02,,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,
mistral,mistral-medium-3.5,input,usd_per_mtok,1.5,2026-04-29,2026-06-22,2026-06-15,provider_live,inferred,,https://mistral.ai/pricing,Price from live mistral.ai/pricing (USD). Date inferred from the docs model-card slug date code 26-04; not first-party-date-confirmed.
mistral,mistral-medium-3.5,input,usd_per_mtok,1.5,2026-06-22,,2026-06-22,provider_live,verified,,https://mistral.ai/pricing/,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
mistral,mistral-medium-3.5,output,usd_per_mtok,7.5,2026-04-29,2026-06-22,2026-06-15,provider_live,inferred,,https://mistral.ai/pricing,
mistral,mistral-medium-3.5,output,usd_per_mtok,7.5,2026-06-22,,2026-06-22,provider_live,verified,,https://mistral.ai/pricing/,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
mistral,mistral-small-4,input,usd_per_mtok,0.1,2026-03-16,2026-06-24,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Price from live mistral.ai/pricing (USD). Date from mistral.ai/news/mistral-small-4 (2026-03-16). Superseded: input raised to 0.15 on 2026-06-24.
mistral,mistral-small-4,input,usd_per_mtok,0.15,2026-06-24,,2026-06-24,provider_live,verified,,https://mistral.ai/pricing,"Mistral Small 4 (mistral-small-latest) input raised from 0.10 to 0.15. Confirmed on live mistral.ai/pricing 2026-06-24, corroborated by independent trackers (cloudzero, pricepertoken). Exact change date not published (prior price last validated 2026-06-15); effective_from set to the detection date."
mistral,mistral-small-4,output,usd_per_mtok,0.3,2026-03-16,2026-06-24,2026-06-15,provider_live,verified,,https://mistral.ai/pricing,Superseded: output raised to 0.60 on 2026-06-24.
mistral,mistral-small-4,output,usd_per_mtok,0.6,2026-06-24,,2026-06-24,provider_live,verified,,https://mistral.ai/pricing,"Mistral Small 4 (mistral-small-latest) output raised from 0.30 to 0.60. Confirmed on live mistral.ai/pricing 2026-06-24, corroborated by independent trackers (cloudzero, pricepertoken). Exact change date not published (prior price last validated 2026-06-15); effective_from set to the detection date."
openai,gpt-4,input,usd_per_mtok,30,2023-03-14,,2023-04-15,wayback,archived,,https://web.archive.org/web/20230415223802/https://openai.com/pricing,GPT-4 8K launch price ($0.03/$0.06 per 1K). Standard tier. Scheduled for retirement 2026-10-23 (gpt-4-0613) per the OpenAI deprecations page; gpt-4-0314 retired 2026-03-26.
openai,gpt-4,output,usd_per_mtok,60,2023-03-14,,2023-04-15,wayback,archived,,https://web.archive.org/web/20230415223802/https://openai.com/pricing,
openai,gpt-4-turbo,input,usd_per_mtok,10,2023-11-06,,2023-11-10,wayback,archived,,https://web.archive.org/web/20231110022605/https://openai.com/pricing,"GPT-4 Turbo (gpt-4-1106-preview), 128K context, announced at DevDay 2023-11-06 at a lower price than GPT-4 ($0.01/$0.03 per 1K). Scheduled for retirement 2026-10-23."
openai,gpt-4-turbo,output,usd_per_mtok,30,2023-11-06,,2023-11-10,wayback,archived,,https://web.archive.org/web/20231110022605/https://openai.com/pricing,
openai,gpt-4.1,cache_read,usd_per_mtok,0.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-4.1,input,usd_per_mtok,2,2025-04-14,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/models/gpt-4.1,Standard tier. effective_from is the gpt-4.1-2025-04-14 snapshot date on the first-party model page.
